,link,Адрес,Застройщик,Агентство,Частное лицо,Цена,Цена за квадрат,Общая площадь,Жилая площадь,Площадь кухни,Балкон или лоджия,Санузел,Высота потолков,Количество комнат,Этаж,Этажей в доме,Отделка,Пассажирский лифт,Грузовой лифт,Двор,Парковка,Окна,Название новостройки,Официальный застройщик,Тип участия,Срок сдачи,Тип дома,"Корпус, строение",Способ продажи,Вид сделки,Тип комнат
60,https://www.avito.ru/voronezh/kvartiry/1-k._kvartira_395m_217et._2858396258,"ул. Острогожская/Коренцова/Ключникова, ЖК «Ласточкино»",,novostroiky-vrn,,3259025,82507,39.5,,9.9,лоджия,совмещенный,,1,2,17,чистовая,1,1,"детская площадка, спортивная площадка",открытая во дворе,,ЖК «Ласточкино»,АО «СЗ «ДСК»,ДДУ по ФЗ 214,2 кв. 2023 года,панельный,Позиция 28,договор долевого участия,возможна ипотека,
61,https://www.avito.ru/voronezh/kvartiry/1-k._kvartira_395m_817et._2826241687,"ул. Острогожская/Коренцова/Ключникова, ЖК «Ласточкино»",,novostroiky-vrn,,3316498,83962,39.5,17.9,10.0,лоджия,совмещенный,2.6,1,8,17,чистовая,1,1,"детская площадка, спортивная площадка",открытая во дворе,во двор,ЖК «Ласточкино»,АО «СЗ «ДСК»,ДДУ по ФЗ 214,2 кв. 2023 года,панельный,Позиция 28,договор долевого участия,возможна ипотека,
62,https://www.avito.ru/voronezh/kvartiry/1-k._kvartira_395m_717et._2825819778,"ул. Острогожская/Коренцова/Ключникова, ЖК «Ласточкино»",,novostroiky-vrn,,3316497,83962,39.5,,9.9,балкон,совмещенный,,1,7,17,чистовая,,1,"детская площадка, спортивная площадка",открытая во дворе,,ЖК «Ласточкино»,АО «СЗ «ДСК»,ДДУ по ФЗ 214,2 кв. 2023 года,панельный,Позиция 28,договор долевого участия,возможна ипотека,
63,https://www.avito.ru/voronezh/kvartiry/1-k._kvartira_395m_1217et._2858427067,"ул. Острогожская/Коренцова/Ключникова, ЖК «Ласточкино»",,novostroiky-vrn,,3316498,83962,39.5,17.9,9.9,лоджия,совмещенный,2.7,1,12,17,чистовая,1,1,"детская площадка, спортивная площадка",открытая во дворе,во двор,ЖК «Ласточкино»,АО «СЗ «ДСК»,ДДУ по ФЗ 214,2 кв. 2023 года,панельный,Позиция 28,договор долевого участия,возможна ипотека,
64,https://www.avito.ru/voronezh/kvartiry/1-k._kvartira_395m_217et._2858405024,"ул. Острогожская/Коренцова/Ключникова, ЖК «Ласточкино»",,novostroiky-vrn,,3259025,82507,39.5,,9.9,лоджия,совмещенный,,1,2,17,чистовая,1,1,"детская площадка, спортивная площадка",открытая во дворе,,ЖК «Ласточкино»,АО «СЗ «ДСК»,ДДУ по ФЗ 214,2 кв. 2023 года,панельный,Позиция 28,договор долевого участия,возможна ипотека,
65,https://www.avito.ru/voronezh/kvartiry/1-k._kvartira_38m_518et._2787124560,"ул. Острогожская, д. 164",,Группа Строительных Компаний,,2842455,74801,38.0,15.7,9.9,лоджия,совмещенный,2.8,1,5,18,предчистовая,1,1,"детская площадка, спортивная площадка",,,ЖК «Авиапарк»,ООО РСУ СЗ «РАЗВИТИЕ»,ДДУ по ФЗ 214,4 кв. 2028 года,монолитный,Позиция 1 (1 этап),,,
66,https://www.avito.ru/voronezh/kvartiry/1-k._kvartira_38m_917et._2659554207,"ул. Острогожская, д. 164",,Группа Строительных Компаний,,2842455,74801,38.0,15.7,9.9,лоджия,совмещенный,3.0,1,9,17,предчистовая,1,1,"закрытая территория, детская площадка, спортивная площадка",,,ЖК «Авиапарк»,ООО РСУ СЗ «РАЗВИТИЕ»,ДДУ по ФЗ 214,4 кв. 2028 года,монолитный,Позиция 1 (1 этап),,,
67,https://www.avito.ru/voronezh/kvartiry/1-k._kvartira_387m_917et._2659097367,"ул. Острогожская, д. 164",,Группа Строительных Компаний,,2894885,74803,38.7,17.3,9.1,лоджия,совмещенный,3.0,1,9,17,предчистовая,1,1,"закрытая территория, детская площадка, спортивная площадка",,,ЖК «Авиапарк»,ООО РСУ СЗ «РАЗВИТИЕ»,ДДУ по ФЗ 214,4 кв. 2028 года,монолитный,Позиция 1 (1 этап),,,
68,https://www.avito.ru/voronezh/kvartiry/1-k._kvartira_387m_518et._2786904559,"ул. Острогожская, д. 164",,Группа Строительных Компаний,,2894885,74803,38.7,17.3,9.1,лоджия,совмещенный,2.8,1,5,18,предчистовая,1,1,"детская площадка, спортивная площадка",,,ЖК «Авиапарк»,ООО РСУ СЗ «РАЗВИТИЕ»,ДДУ по ФЗ 214,4 кв. 2028 года,монолитный,Позиция 1 (1 этап),,,
69,https://www.avito.ru/voronezh/kvartiry/2-k._kvartira_817m_23et._2763905130,"пос. Шуберское, мкр. Молодежный, стр. 10",,Менеджер,,5978460,73176,81.7,36.9,20.6,лоджия,раздельный,3.0,2,2,3,предчистовая,нет,нет,"закрытая территория, детская площадка, спортивная площадка",за шлагбаумом во дворе,во двор,ЖК «Шуберский»,"ООО СЗ ""АИВ""",ДДУ по ФЗ 214,4 кв. 2023 года,кирпичный,Позиция 10,договор долевого участия,возможна ипотека,изолированные
70,https://www.avito.ru/voronezh/kvartiry/2-k._kvartira_817m_13et._2764327554,"пос. Шуберское, мкр. Молодежный, стр. 10",,Менеджер,,5963370,72991,81.7,37.0,17.9,,раздельный,3.0,2,1,3,предчистовая,нет,нет,"закрытая территория, детская площадка, спортивная площадка",за шлагбаумом во дворе,во двор,ЖК «Шуберский»,"ООО СЗ ""АИВ""",ДДУ по ФЗ 214,4 кв. 2023 года,кирпичный,Позиция 10,договор долевого участия,возможна ипотека,изолированные
71,https://www.avito.ru/voronezh/kvartiry/1-k._kvartira_343m_710et._2391694209,"ул. Героев Стратосферы, д. 13а",,"ООО СЗ ""Стройгарант""",,3293000,96006,34.3,17.2,8.5,лоджия,совмещенный,2.6,1,7,10,предчистовая,1,1,"закрытая территория, детская площадка, спортивная площадка",открытая во дворе,,ЖК «Героев Стратосферы»,ООО СЗ «Стройгарант»,другое,1 кв. 2023 года,монолитный,,,возможна ипотека,
72,https://www.avito.ru/voronezh/kvartiry/1-k._kvartira_343m_410et._2679804903,"ул. Героев Стратосферы, д. 13а",,"ООО СЗ ""Стройгарант""",,3224000,93994,34.3,17.2,8.5,лоджия,совмещенный,2.5,1,4,10,предчистовая,1,1,"закрытая территория, детская площадка, спортивная площадка",за шлагбаумом во дворе,во двор,ЖК «Героев Стратосферы»,ООО СЗ «Стройгарант»,другое,1 кв. 2023 года,монолитно-кирпичный,,,возможна ипотека,
73,https://www.avito.ru/voronezh/kvartiry/1-k._kvartira_482m_419et._2490723542,"ул. Революции 1905 года, д. 31ю",ООО «СУ-8».,,,5522000,114564,48.2,19.0,13.4,лоджия,,,1,4,19,без отделки,1,1,"закрытая территория, детская площадка, спортивная площадка",подземная,на улицу,ЖК «Финист»,ООО «СУ-8»,другое,сдан,монолитный,"Позиция 2 (4 очередь, Секция 12)",,,
74,https://www.avito.ru/voronezh/kvartiry/1-k._kvartira_489m_1619et._2490620428,"ул. Революции 1905 года, д. 31ю",ООО «СУ-8».,,,6409200,131067,48.9,21.6,13.0,лоджия,,,1,16,19,без отделки,,,"закрытая территория, детская площадка, спортивная площадка",подземная,на улицу,ЖК «Финист»,ООО «СУ-8»,другое,сдан,монолитный,"Позиция 2 (4 очередь, Секция 12)",,,
75,https://www.avito.ru/voronezh/kvartiry/2-k._kvartira_657m_817et._2858430664,"ул. Ильюшина, д. 13",,novostroiky-vrn,,4750000,72298,65.7,32.0,13.5,лоджия,раздельный,2.7,2,8,17,чистовая,1,1,"детская площадка, спортивная площадка",открытая во дворе,во двор,ЖК «Озерки»,ООО СЗ «Выбор-Восток‎»‎,ДДУ по ФЗ 214,1 кв. 2023 года,блочный,Позиция 50,договор долевого участия,возможна ипотека,изолированные
76,https://www.avito.ru/voronezh/kvartiry/2-k._kvartira_657m_1117et._2858567904,"ул. Ильюшина, д. 13",,novostroiky-vrn,,4927500,75000,65.7,32.0,13.5,лоджия,раздельный,2.7,2,11,17,чистовая,1,1,"детская площадка, спортивная площадка",открытая во дворе,во двор,ЖК «Озерки»,ООО СЗ «Выбор-Восток‎»‎,ДДУ по ФЗ 214,1 кв. 2023 года,блочный,Позиция 50,договор долевого участия,возможна ипотека,изолированные
77,https://www.avito.ru/voronezh/kvartiry/2-k._kvartira_657m_1018et._2922675670,"ул. Ильюшина, д. 13",,novostroiky-vrn,,4750000,72298,65.7,33.0,13.5,лоджия,раздельный,2.6,2,10,18,чистовая,1,1,"детская площадка, спортивная площадка",открытая во дворе,"во двор, на солнечную сторону",ЖК «Озерки»,ООО СЗ «Выбор-Восток‎»‎,ДДУ по ФЗ 214,1 кв. 2023 года,блочный,Позиция 50,договор долевого участия,возможна ипотека,изолированные
78,https://www.avito.ru/voronezh/kvartiry/2-k._kvartira_657m_218et._2922637689,"ул. Ильюшина, д. 13",,novostroiky-vrn,,4927500,75000,65.7,13.5,33.0,лоджия,раздельный,2.6,2,2,18,чистовая,1,1,"детская площадка, спортивная площадка",открытая во дворе,"во двор, на солнечную сторону",ЖК «Озерки»,ООО СЗ «Выбор-Восток‎»‎,ДДУ по ФЗ 214,1 кв. 2023 года,блочный,Позиция 50,договор долевого участия,возможна ипотека,изолированные
